1,2,3,4,5,6,보너스,합계,최소값,최대값,평균값
4,17,30,32,33,34,15,150,,,
19,26,28,31,33,36,17,173,,,
13,14,18,22,35,39,16,141,,,
3,9,24,30,33,34,18,133,,,
4,19,21,24,26,41,35,135,,,
4,16,25,29,34,35,1,143,,,
2,11,13,15,31,42,10,114,,,
16,27,35,37,43,45,19,203,,,
3,10,31,40,42,43,30,169,,,
24,27,28,30,36,39,4,184,,,
9,12,27,36,39,45,14,168,,,
5,13,18,19,22,42,31,119,,,
6,9,10,11,39,41,27,116,,,
7,11,26,28,29,44,16,145,,,
1,5,21,25,38,41,24,131,,,
22,34,36,40,42,45,44,219,,,
3,7,8,34,39,41,1,132,,,
1,18,30,41,42,43,32,175,,,
4,9,13,18,21,34,7,99,,,
19,26,30,33,35,39,37,182,,,
5,18,28,30,42,45,2,168,,,
16,19,20,32,33,41,4,161,,,
6,19,21,35,40,45,20,166,,,
3,8,11,12,13,36,33,83,,,
1,5,13,26,29,34,43,108,,,
1,2,10,13,18,19,15,63,,,
2,18,25,28,37,39,16,149,,,
2,11,21,34,41,42,27,151,,,
21,25,33,34,35,36,17,184,,,
4,6,13,21,40,42,36,126,,,
2,19,27,35,41,42,25,166,,,
2,3,13,20,27,44,9,109,,,
4,15,17,26,36,37,43,135,,,
26,27,28,42,43,45,8,211,,,
12,16,30,34,40,44,19,176,,,
8,12,29,31,42,43,2,165,,,
3,13,17,18,19,28,8,98,,,
9,11,15,20,28,43,13,126,,,
10,11,27,28,37,39,19,152,,,
7,9,20,25,36,39,15,136,,,
2,16,30,36,41,42,11,167,,,
6,14,22,28,35,39,16,144,,,
3,12,20,23,31,35,43,124,,,
4,7,15,18,23,26,13,93,,,
3,17,23,34,41,45,43,163,,,
8,10,11,14,15,21,37,79,,,
7,19,24,27,42,45,31,164,,,
19,23,25,28,38,42,17,175,,,
12,30,34,36,37,45,39,194,,,
3,5,10,29,32,43,35,122,,,
7,20,22,27,40,43,1,159,,,
2,8,32,33,35,36,18,146,,,
4,16,23,25,29,42,1,139,,,
7,17,18,28,30,45,27,145,,,
1,11,16,17,36,40,8,121,,,
12,28,30,34,38,43,9,185,,,
4,6,10,11,32,37,30,100,,,
3,11,13,14,17,21,38,79,,,
3,4,10,17,19,22,38,75,,,
5,10,22,34,36,44,35,151,,,
2,4,25,31,34,37,17,133,,,
1,2,6,9,25,28,31,71,,,
11,14,19,26,28,41,2,139,,,
4,9,28,33,36,45,26,155,,,
26,29,30,33,41,42,43,201,,,
7,18,31,33,36,40,27,165,,,
7,20,22,23,29,43,1,144,,,
1,5,34,36,42,44,33,162,,,
7,18,22,23,29,44,12,143,,,
1,4,5,6,9,31,17,56,,,
4,10,12,22,24,33,29,105,,,
8,10,20,34,41,45,28,158,,,
17,32,33,34,42,44,35,202,,,
5,14,15,27,30,45,10,136,,,
17,22,24,26,35,40,42,164,,,
1,3,17,32,35,45,8,133,,,
1,7,11,23,37,42,6,121,,,
1,3,10,27,29,37,11,107,,,
6,9,16,23,24,32,43,110,,,
6,7,14,15,20,36,3,98,,,
1,3,8,21,22,31,20,86,,,
8,17,27,31,34,43,14,160,,,
5,32,34,40,41,45,6,197,,,
6,22,24,36,38,44,19,170,,,
3,14,24,33,35,36,17,145,,,
1,21,24,26,29,42,27,143,,,
17,20,29,35,38,44,10,183,,,
4,26,28,29,33,40,37,160,,,
1,17,20,24,30,41,27,133,,,
4,12,16,23,34,43,26,132,,,
2,12,37,39,41,45,33,176,,,
6,8,13,23,31,36,21,117,,,
16,23,27,34,42,45,11,187,,,
6,10,15,17,19,34,14,101,,,
1,2,3,14,27,42,39,89,,,
5,7,11,13,20,33,6,89,,,
17,18,24,25,26,30,1,140,,,
3,12,24,27,30,32,14,128,,,
10,13,25,29,33,35,38,145,,,
2,18,29,32,43,44,37,168,,,
1,3,15,22,25,37,43,103,,,
2,5,24,32,34,44,28,141,,,
6,15,17,18,35,40,23,131,,,
3,12,18,32,40,43,38,148,,,
2,4,11,17,26,27,1,87,,,
5,9,12,16,29,41,21,112,,,
5,19,22,25,28,43,26,142,,,
5,8,14,15,19,39,35,100,,,
10,12,15,16,26,39,38,118,,,
3,7,10,15,36,38,33,109,,,
2,3,7,17,22,24,45,75,,,
4,25,33,36,40,43,39,181,,,
14,15,18,21,26,36,39,130,,,
3,20,23,36,38,40,5,160,,,
3,8,15,27,29,35,21,117,,,
14,15,19,30,38,43,8,159,,,
2,8,25,36,39,42,11,152,,,
6,29,36,39,41,45,13,196,,,
10,24,25,33,40,44,1,176,,,
7,10,16,25,29,44,6,131,,,
10,14,30,31,33,37,19,155,,,
17,21,31,37,40,44,7,190,,,
1,8,21,27,36,39,37,132,,,
7,8,14,32,33,39,42,133,,,
2,4,15,16,20,29,1,86,,,
2,3,11,16,26,44,35,102,,,
2,10,12,15,22,44,1,105,,,
4,7,16,19,33,40,30,119,,,
6,10,18,26,37,38,3,135,,,
14,17,26,31,36,45,27,169,,,
8,13,15,23,31,38,39,128,,,
1,10,20,27,33,35,17,126,,,
3,11,21,30,38,45,39,148,,,
6,31,35,38,39,44,1,193,,,
17,18,19,21,23,32,1,130,,,
13,20,23,35,38,43,34,172,,,
7,13,18,19,25,26,6,108,,,
6,7,13,15,21,43,8,105,,,
16,17,22,30,37,43,36,165,,,
7,27,30,33,35,37,42,169,,,
1,10,23,26,28,40,31,128,,,
2,3,11,26,37,43,39,122,,,
9,26,35,37,40,42,2,189,,,
4,7,32,33,40,41,9,157,,,
6,14,19,25,34,44,11,142,,,
7,9,18,23,28,35,32,120,,,
8,17,20,35,36,44,4,160,,,
1,5,13,34,39,40,11,132,,,
9,18,23,25,35,37,1,147,,,
1,20,26,28,37,43,27,155,,,
4,5,7,18,20,25,31,79,,,
2,4,21,26,43,44,16,140,,,
7,8,27,29,36,43,6,150,,,
5,13,17,18,33,42,44,128,,,
4,5,6,8,17,39,25,79,,,
6,12,17,18,31,32,21,116,,,
10,14,18,20,23,30,41,115,,,
6,30,38,39,40,43,26,196,,,
3,12,13,19,32,35,29,114,,,
3,4,9,17,32,37,1,102,,,
6,7,24,37,38,40,33,152,,,
3,4,16,30,31,37,13,121,,,
2,6,12,31,33,40,15,124,,,
22,23,25,37,38,42,26,187,,,
2,11,21,25,39,45,44,143,,,
1,7,36,37,41,42,14,164,,,
9,25,30,33,41,44,6,182,,,
2,4,16,17,36,39,14,114,,,
8,19,25,34,37,39,9,162,,,
2,9,16,25,26,40,42,118,,,
14,15,26,27,40,42,34,164,,,
16,24,29,40,41,42,3,192,,,
14,27,30,31,40,42,2,184,,,
11,16,19,21,27,31,30,125,,,
9,13,21,25,32,42,2,142,,,
10,23,29,33,37,40,16,172,,,
